,title,category
2238,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",general
2239,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,general
2240,Every day i use to sleep after  &lt;#&gt;  so only.,general
2241,K I'll call you when I'm close,general
2242,U buy newspapers already?,general
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,general
2244,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,general
2245,No management puzzeles.,general
2246,How did you find out in a way that didn't include all of these details,general
2247,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",general
2248,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,general
2249,will you like to be spoiled? :),general
2250,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154",general
2251,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,general
2252,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,general
2253,Den wat will e schedule b lk on sun?,general
2254,Lol enjoy role playing much?,general
2255,Ok. Me watching tv too.,general
2256,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",general
2257,"Just checked out, heading out to drop off my stuff now",general
2258,Here got lots of hair dresser fr china.,general
2259,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,general
2260,Ill call you evening ill some ideas.,general
2261,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,general
2262,Did you show him and wot did he say or could u not c him 4 dust?,general
2263,It should take about  &lt;#&gt;  min,general
2264,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,general
2265,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,general
2266,I cant pick the phone right now. Pls send a message,general
2267,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,general
2268,Finish liao... U?,general
2269,88066 FROM 88066 LOST 3POUND HELP,general
2270,Haha i think i did too,general
2271,U know we watchin at lido?,general
2272,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,general
2273,"Haha awesome, I've been to 4u a couple times. Who all's coming?",general
2274,Cold. Dont be sad dear,general
2275,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,general
2276,Is that on the telly? No its Brdget Jones!,general
2277,Love you aathi..love u lot..,general
2278,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,general
2279,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,general
2280,"Sorry, I'll call later in meeting",general
2281,R Ã¼ comin back for dinner?,general
2282,"I hav almost reached. Call, i m unable to connect u.",general
2283,Whom you waited for yesterday,general
2284,I reach home safe n sound liao...,general
2285,"Velly good, yes please!",general
2286,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",general
2287,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,general
2288,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,general
2289,Dont you have message offer,general
2290,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,general
2291,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",general
2292,Remind me how to get there and I shall do so,general
2293,:-( that's not v romantic!,general
2294,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,general
2295,You have 1 new message. Please call 08718738034.,general
2296,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,general
2297,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,general
2298,Draw va?i dont think so:),general
2299,Dont pick up d call when something important is There to tell. Hrishi,general
2300,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",general
2301,Nothin comes to my mind. Ãœ help me buy hanger lor. Ur laptop not heavy?,general
2302,"&lt;#&gt; , that's all? Guess that's easy enough",general
2303,We can make a baby in yo tho,general
2304,Should I tell my friend not to come round til like  &lt;#&gt; ish?,general
2305,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,general
2306,Still in the area of the restaurant. Ill try to come back soon,general
2307,"Aight that'll work, thanks",general
2308,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,general
2309,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow,general
2310,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",general
2311,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,general
2312,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",general
2313,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",general
2314,So what do you guys do.,general
2315,Also that chat was awesome but don't make it regular unless you can see her in person,general
2316,That's significant but dont worry.,general
2317,That's cause your old. I live to be high.,general
2318,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",general
2319,On the way to office da..,general
2320,In which place do you want da.,general
2321,This pain couldn't have come at a worse time.,general
2322,Ok...,general
2323,Should I be stalking u?,general
2324,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,general
2325,Ok lor.,general
2326,Apps class varaya elaya.,general
2327,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,general
2328,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",general
2329,That day you asked about anand number. Why:-),general
2330,Am surfing online store. For offers do you want to buy any thing.,general
2331,Long beach lor. Expected... U having dinner now?,general
2332,At home by the way,general
2333,We are both fine. Thanks,general
2334,What happen to her tell the truth,general
2335,Do you like Italian food?,general
2336,Which is weird because I know I had it at one point,general
2337,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",general
2338,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,general
2339,"Alright, see you in a bit",general
2340,Cheers for the message Zogtorius. IÂ’ve been staring at my phone for an age deciding whether to text or not.,general
2341,I will take care of financial problem.i will help:),general
2342,Tell dear what happen to you. Why you talking to me like an alian,general
2343,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,general
2344,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",general
2345,Okie...,general
2346,"Hi this is yijue, can i meet u at 11 tmr?",general
2347,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,general
2348,But i dint slept in afternoon.,general
2349,That seems unnecessarily affectionate,general
2350,Yar else i'll thk of all sorts of funny things.,general
2351,You will be in the place of that man,general
2352,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 ",general
2353,Thats cool. How was your day?,general
2354,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,general
2355,R we going with the  &lt;#&gt;  bus?,general
2356,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",general
2357,No..he joined today itself.,general
2358,Okay same with me. Well thanks for the clarification,general
2359,I'll talk to the others and probably just come early tomorrow then,general
2360,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",general
2361,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",general
2362,Hi. I'm sorry i missed your call. Can you pls call back.,general
2363,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,general
2364,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",general
2365,Ok then no need to tell me anything i am going to sleep good night,general
2366,Ok try to do week end course in coimbatore.,general
2367,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,general
2368,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),general
2369,If you r @ home then come down within 5 min,general
2370,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",general
2371,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut? ",general
2372,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",general
2373,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,general
2374,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,general
2375,Dunno lei he neva say...,general
2376,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,general
2377,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,general
2378,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,general
2379,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",general
2380,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",general
2381,"If i let you do this, i want you in the house by 8am.",general
2382,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",general
2383,I will reach before ten morning,general
2384,Your pussy is perfect!,general
2385,"Sorry, I'll call later",general
2386,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",general
2387,No message..no responce..what happend?,general
2388,Also where's the piece,general
2389,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",general
2390,Boo. How's things? I'm back at home and a little bored already :-(,general
2391,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,general
2392,PICK UR FONE UP NOW U DUMB?,general
2393,"Thanks da thangam, i feel very very happy dear. I also miss you da.",general
2394,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",general
2395,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,general
2396,"Babe, I'm back ... Come back to me ...",general
2397,Well you told others you'd marry them...,general
2398,Neshanth..tel me who r u?,general
2399,YO YO YO BYATCH WHASSUP?,general
2400,Oh... Kay... On sat right?,general
2401,Hi! This is Roger from CL. How are you?,general
2402,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),general
2403,Oh oh... Wasted... Den muz chiong on sat n sun liao...,general
2404,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,general
2405,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,general
2406,I'm meeting Darren...,general
2407,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",general
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",general
2409,Dear where you will be when i reach there,general
2410,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),general
2411,Ok... Thanx... Gd nite 2 Ã¼ too...,general
2412,"Come to me right now, Ahmad",general
2413,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,general
2414,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,general
2415,O was not into fps then.,general
2416,Huh means computational science... Y they like dat one push here n there...,general
2417,"Could you not read me, my Love ? I answered you",general
2418,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,general
2419,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",general
2420,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,general
2421,Oic... Then better quickly go bathe n settle down...,general
2422,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,general
2423,A bloo bloo bloo I'll miss the first bowl,general
2424,Lmao but its so fun...,general
2425,Oh k k:)but he is not a big hitter.anyway good,general
2426,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,general
2427,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,general
2428,Do you think i can move  &lt;#&gt;  in a week,general
2429,She.s find. I sent you an offline message to know how anjola's now.,general
2430,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,general
2431,How was txting and driving,general
2432,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,general
2433,Really dun bluff me leh... U sleep early too. Nite...,general
2434,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",general
2435,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,general
2436,Oh ya ya. I remember da. .,general
2437,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,general
2438,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",general
2439,I not busy juz dun wan 2 go so early.. Hee.. ,general
2440,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,general
2441,"Great. I'm in church now, will holla when i get out",general
2442,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,general
2443,I donno if they are scorable,general
2444,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,general
2445,"Yes but i dont care! I need you bad, princess!",general
2446,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",general
2447,"Sorry, I'll call later",general
2448,Tmr then Ã¼ brin lar... Aiya later i come n c lar... Mayb Ã¼ neva set properly Ã¼ got da help sheet wif Ã¼...,general
2449,Do u knw dis no. &lt;#&gt; ?,general
2450,Then she dun believe wat?,general
2451,K..give back my thanks.,general
2452,I know complain num only..bettr directly go to bsnl offc nd apply for it..,general
2453,Okay. I've seen it. So i should pick it on friday?,general
2454,How much she payed. Suganya.,general
2455,Left dessert. U wan me 2 go suntec look 4 u?,general
2456,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",general
2457,Onum ela pa. Normal than.,general
2458,K.k..how is your sister kids?,general
2459,"Cool, I'll text you when I'm on the way",general
2460,Nope. Meanwhile she talk say make i greet you.,general
2461,i cant talk to you now.i will call when i can.dont keep calling.,general
2462,Anything lar...,general
2463,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",general
2464,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",general
2465,They will pick up and drop in car.so no problem..,general
2466,S.i think he is waste for rr..,general
2467,He is world famamus....,general
2468,Is there coming friday is leave for pongal?do you get any news from your work place.,general
2469,Lol well don't do it without me. We could have a big sale together.,general
2470,* Am on my way,general
2471,Eat at old airport road... But now 630 oredi... Got a lot of pple...,general
2472,"sry can't talk on phone, with parents",general
2473,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",general
2474,Ok lor wat time Ã¼ finish?,general
2475,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",general
2476,Mm i am on the way to railway,general
2477,i dnt wnt to tlk wid u,general
2478,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",general
2479,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,general
2480,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",general
2481,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",general
2482,K.:)do it at evening da:)urgent:),general
2483,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,general
2484,Mm have some kanji dont eat anything heavy ok,general
2485,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,general
2486,Lol that's different. I don't go trying to find every real life photo you ever took.,general
2487,I dont thnk its a wrong calling between us,general
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,general
2489,Aiyah e rain like quite big leh. If drizzling i can at least run home.,general
2490,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,general
2491,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,general
2492,"Greetings me, ! Consider yourself excused.",general
2493,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,general
2494,they released another Italian one today and it has a cosign option,general
2495,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",general
2496,WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,general
2497,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,general
2498,Dai what this da.. Can i send my resume to this id.,general
2499,"I know where the  &lt;#&gt;  is, I'll be there around 5",general
2500,Yup i've finished c Ã¼ there...,general
2501,Remember to ask alex about his pizza,general
2502,No da..today also i forgot..,general
2503,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",general
2504,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,general
2505,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",general
2506,Congrats kano..whr s the treat maga?,general
2507,Who u talking about?,general
2508,Yup...,general
2509,Ok...,general
2510,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",general
2511,Yunny i'm walking in citylink now Ã¼ faster come down... Me very hungry...,general
2512,Er yep sure. Props?,general
2513,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",general
2514,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,general
2515,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,general
2516,Bognor it is! Should be splendid at this time of year.,general
2517,Yes.i'm in office da:),general
2518,"Sorry, I'll call later",general
2519,Joy's father is John. Then John is the NAME of Joy's father. Mandan,general
2520,Ok. I only ask abt e movie. U wan ktv oso?,general
2521,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,general
2522,"Sorry, I'll call later",general
2523,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar,general
2524,"Sorry, I'll call later",general
2525,FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,general
2526,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",general
2527,Do u noe how 2 send files between 2 computers?,general
2528,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",general
2529,jay says he'll put in  &lt;#&gt;,general
2530,Can you just come in for a sec? There's somebody here I want you to see,general
2531,So the sun is anti sleep medicine.,general
2532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,general
2533,Yup ok...,general
2534,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,general
2535,Ok enjoy . R u there in home.,general
2536,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",general
2537,You do what all you like,general
2538,That's y we haf to combine n c how lor...,general
2539,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,general
2540,Hmmm:)how many players selected?,general
2541,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",general
2542,I dont. Can you send it to me. Plus how's mode.,general
2543,Aiyo please Ã¼ got time meh.,general
2544,Package all your programs well,general
2545,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",general
2546,So are you guys asking that i get that slippers again or its gone with last year,general
2547,Company is very good.environment is terrific and food is really nice:),general
2548,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",general
2549,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,general
2550,Yup but not studying surfing lor. I'm in e lazy mode today.,general
2551,Please sen :)my kind advice :-)please come here and try:-),general
2552,I'm done. C Ã¼ there.,general
2553,"Oh fine, I'll be by tonight",general
2554,Ãœ give me some time to walk there.,general
2555,I'll reach in ard 20 mins ok...,general
2556,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",general
2557,Fuck babe ... What happened to you ? How come you never came back?,general
2558,This message is brought to you by GMW Ltd. and is not connected to the,general
2559,"Some friends want me to drive em someplace, probably take a while",general
2560,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,general
2561,Are you still getting the goods.,general
2562,And maybe some pressies,general
2563,"Yeah I am, so I'll leave maybe 7ish?",general
2564,K..k..i'm also fine:)when will you complete the course?,general
2565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",general
2566,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,general
2567,You in your room? I need a few,general
2568,I dont want to hear anything,general
2569,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,general
2570,Ultimately tor motive tui achieve korli.,general
2571,From 5 to 2 only my work timing.,general
2572,â€¦ and donâ€˜t worry weâ€˜ll have finished by march â€¦ ish!,general
2573,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",general
2574,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",general
2575,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,general
2576,Now thats going to ruin your thesis!,general
2577,In sch but neva mind u eat 1st lor..,general
2578,Hey whats up? U sleeping all morning?,general
2579,Erm. I thought the contract ran out the4th of october.,general
2580,I dunno until when... Lets go learn pilates...,general
2581,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.,general
2582,Yup i'm elaborating on the safety aspects and some other issues..,general
2583,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each",general
2584,"Goodmorning, today i am late for 1hr.",general
2585,Hi happy birthday. Hi hi hi hi hi hi hi,general
2586,I will be outside office take all from there,general
2587,If you don't respond imma assume you're still asleep and imma start calling n shit,general
2588,"Aight, see you in a bit",general
2589,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),general
2590,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,general
2591,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,general
2592,Still work going on:)it is very small house.,general
2593,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",general
2594,Tmr timin still da same wat cos i got lesson until 6...,general
